0,Magnitude,Name,Time,Last Updated,TZ,URL,Details,Felt,CDI,MMI,Alert,Status,Tsunami,SIG,Net,Code,IDS,Sources,Types,NST,DMIN,RMS,GAP,MagType,Etype,Title,Location Type,Coordinates
0,4.5,"85km WSW of Grindavik, Iceland",1579362596645,1580753405040,-120.0,https://earthquake.usgs.gov/earthquakes/eventpage/us60007k5s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60007k5s&format=geojson,,,,,reviewed,0,312,us,60007k5s,",us60007k5s,",",us,",",geoserve,origin,phase-data,",,1.699,0.76,66.0,mb,earthquake,"M 4.5 - 85km WSW of Grindavik, Iceland",Point,"[-24.0255, 63.5326, 10]"
1,4.5,"89km WSW of Grindavik, Iceland",1579357058501,1581279751879,-120.0,https://earthquake.usgs.gov/earthquakes/eventpage/us60007a2d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60007a2d&format=geojson,1.0,3.4,,,reviewed,0,312,us,60007a2d,",us60007a2d,",",us,",",dyfi,geoserve,origin,phase-data,",,1.728,0.69,128.0,mb,earthquake,"M 4.5 - 89km WSW of Grindavik, Iceland",Point,"[-24.1042, 63.5254, 10]"
2,4.3,"67km SW of Sandgerdi, Iceland",1579356460299,1581279566040,-120.0,https://earthquake.usgs.gov/earthquakes/eventpage/us60007a28,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60007a28&format=geojson,,,,,reviewed,0,284,us,60007a28,",us60007a28,",",us,",",geoserve,origin,phase-data,",,1.537,1.25,153.0,mb,earthquake,"M 4.3 - 67km SW of Sandgerdi, Iceland",Point,"[-23.7586, 63.642, 10]"
3,4.2,"114km S of Akureyri, Iceland",1578200193041,1580451360040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us600079aq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600079aq&format=geojson,,,,,reviewed,0,271,us,600079aq,",us600079aq,",",us,",",geoserve,origin,phase-data,",,1.495,1.03,115.0,mb,earthquake,"M 4.2 - 114km S of Akureyri, Iceland",Point,"[-17.8506, 64.6639, 10]"
4,4.9,"116km SSE of Akureyri, Iceland",1578198773421,1581551787040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us70006uwl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70006uwl&format=geojson,,,,,reviewed,0,369,us,70006uwl,",us70006uwl,",",us,",",geoserve,moment-tensor,origin,phase-data,",,1.618,0.87,83.0,mww,earthquake,"M 4.9 - 116km SSE of Akureyri, Iceland",Point,"[-17.5641, 64.6591, 10]"
5,4.7,"44km SW of Sandgerdi, Iceland",1573910273230,1581106905040,-120.0,https://earthquake.usgs.gov/earthquakes/eventpage/us700068u5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us700068u5&format=geojson,,,,,reviewed,0,340,us,700068u5,",us700068u5,",",us,",",geoserve,origin,phase-data,",,1.328,1.08,86.0,mb,earthquake,"M 4.7 - 44km SW of Sandgerdi, Iceland",Point,"[-23.3999, 63.7788, 10]"
6,4.3,"39km SW of Sandgerdi, Iceland",1573906669967,1581106905040,-120.0,https://earthquake.usgs.gov/earthquakes/eventpage/us70006bqj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70006bqj&format=geojson,,,,,reviewed,0,284,us,70006bqj,",us70006bqj,",",us,",",geoserve,origin,phase-data,",,1.282,0.59,119.0,mb,earthquake,"M 4.3 - 39km SW of Sandgerdi, Iceland",Point,"[-23.3081, 63.8039, 10]"
7,4.2,"32km WNW of Siglufjordur, Iceland",1563929757845,1570824744040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us60004uin,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60004uin&format=geojson,4.0,4.5,,,reviewed,0,273,us,60004uin,",us60004uin,",",us,",",dyfi,geoserve,origin,phase-data,",,1.64,0.72,63.0,mb,earthquake,"M 4.2 - 32km WNW of Siglufjordur, Iceland",Point,"[-19.6049, 66.2158, 10]"
8,4.0,"271km ESE of Ittoqqortoormiit, Greenland",1563105186494,1569700840040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us60004unb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60004unb&format=geojson,,,,,reviewed,0,246,us,60004unb,",us60004unb,",",us,",",geoserve,origin,phase-data,",,2.441,1.07,95.0,mb,earthquake,"M 4.0 - 271km ESE of Ittoqqortoormiit, Greenland",Point,"[-16.0858, 69.1398, 10]"
9,4.5,"260km SE of Ittoqqortoormiit, Greenland",1562003191438,1568477319040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us70004hwe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70004hwe&format=geojson,,,,,reviewed,0,312,us,70004hwe,",us70004hwe,",",us,",",geoserve,origin,phase-data,",,2.341,0.79,103.0,mb,earthquake,"M 4.5 - 260km SE of Ittoqqortoormiit, Greenland",Point,"[-17.0442, 68.8936, 10]"
10,4.5,"122km S of Akureyri, Iceland",1561384559936,1568215182040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us60004584,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60004584&format=geojson,,,,,reviewed,0,312,us,60004584,",us60004584,",",us,",",geoserve,origin,phase-data,",,1.543,0.89,114.0,mb,earthquake,"M 4.5 - 122km S of Akureyri, Iceland",Point,"[-17.7561, 64.5973, 10]"
11,4.5,"114km S of Akureyri, Iceland",1561381749883,1568215182040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000457r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000457r&format=geojson,,,,,reviewed,0,312,us,6000457r,",us6000457r,",",us,",",geoserve,origin,phase-data,",,1.515,1.04,115.0,mb,earthquake,"M 4.5 - 114km S of Akureyri, Iceland",Point,"[-17.8035, 64.667, 9.02]"
12,4.7,"241km SE of Ittoqqortoormiit, Greenland",1560051917036,1566928078040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us70003xds,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003xds&format=geojson,,,,,reviewed,0,340,us,70003xds,",us70003xds,",",us,",",geoserve,origin,phase-data,",,2.174,1.39,54.0,mb,earthquake,"M 4.7 - 241km SE of Ittoqqortoormiit, Greenland",Point,"[-17.4295, 68.9907, 10]"
13,4.4,"200km N of Siglufjordur, Iceland",1551339791930,1557858972040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us1000j8it,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000j8it&format=geojson,,,,,reviewed,0,298,us,1000j8it,",us1000j8it,",",us,",",geoserve,origin,phase-data,",,2.765,0.93,63.0,mb,earthquake,"M 4.4 - 200km N of Siglufjordur, Iceland",Point,"[-18.9396, 67.9471, 10]"
14,4.4,"198km N of Siglufjordur, Iceland",1551339445920,1557858972040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us1000j8j8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000j8j8&format=geojson,,,,,reviewed,0,298,us,1000j8j8,",us1000j8j8,",",us,",",geoserve,origin,phase-data,",,2.794,1.01,63.0,mb,earthquake,"M 4.4 - 198km N of Siglufjordur, Iceland",Point,"[-18.8327, 67.9323, 10]"
15,4.1,"196km N of Siglufjordur, Iceland",1551318126630,1557858984040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jcge,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jcge&format=geojson,,,,,reviewed,0,259,us,1000jcge,",us1000jcge,",",us,",",geoserve,origin,phase-data,",,2.79,0.98,65.0,mb,earthquake,"M 4.1 - 196km N of Siglufjordur, Iceland",Point,"[-19.0159, 67.9096, 10]"
16,4.3,"211km N of Siglufjordur, Iceland",1551313043000,1557858971040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us1000j8ed,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000j8ed&format=geojson,,,,,reviewed,0,284,us,1000j8ed,",us1000j8ed,",",us,",",geoserve,origin,phase-data,",,2.736,0.88,93.0,mb,earthquake,"M 4.3 - 211km N of Siglufjordur, Iceland",Point,"[-18.5438, 68.0414, 10]"
17,4.2,"176km N of Siglufjordur, Iceland",1551311659360,1557858984040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jced,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000jced&format=geojson,,,,,reviewed,0,271,us,1000jced,",us1000jced,",",us,",",geoserve,origin,phase-data,",,2.962,1.02,116.0,mb,earthquake,"M 4.2 - 176km N of Siglufjordur, Iceland",Point,"[-18.9784, 67.7321, 10]"
18,4.3,"198km N of Siglufjordur, Iceland",1551311544910,1557858971040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us1000j8ds,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000j8ds&format=geojson,,,,,reviewed,0,284,us,1000j8ds,",us1000j8ds,",",us,",",geoserve,origin,phase-data,",,2.8,0.56,115.0,mb,earthquake,"M 4.3 - 198km N of Siglufjordur, Iceland",Point,"[-18.774, 67.934, 10]"
19,4.5,"119km SSE of Akureyri, Iceland",1550957041480,1557596447040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us2000jm6n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000jm6n&format=geojson,,,,,reviewed,0,312,us,2000jm6n,",us2000jm6n,",",us,",",geoserve,origin,phase-data,",,1.618,0.81,106.0,mb,earthquake,"M 4.5 - 119km SSE of Akureyri, Iceland",Point,"[-17.5689, 64.6367, 10]"
20,4.3,"19km NNE of Hveragerdi, Iceland",1546138582070,1551807999040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us2000iz6z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000iz6z&format=geojson,3.0,3.8,,,reviewed,0,286,us,2000iz6z,",us2000iz6z,",",us,",",dyfi,geoserve,origin,phase-data,",,0.604,1.01,176.0,mb,earthquake,"M 4.3 - 19km NNE of Hveragerdi, Iceland",Point,"[-21.0068, 64.1613, 10]"
21,4.7,"118km S of Akureyri, Iceland",1545959796810,1551807996040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us2000iygs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000iygs&format=geojson,7.0,2.7,,,reviewed,0,342,us,2000iygs,",us2000iygs,",",us,",",dyfi,geoserve,origin,phase-data,",,1.552,1.43,111.0,mb,earthquake,"M 4.7 - 118km S of Akureyri, Iceland",Point,"[-17.7244, 64.636, 10]"
22,4.3,"246km SE of Ittoqqortoormiit, Greenland",1542663594650,1549137751040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us1000hx0w,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000hx0w&format=geojson,,,,,reviewed,0,284,us,1000hx0w,",us1000hx0w,",",us,",",geoserve,origin,phase-data,",,2.212,0.99,84.0,mb,earthquake,"M 4.3 - 246km SE of Ittoqqortoormiit, Greenland",Point,"[-16.9254, 69.1278, 10]"
23,4.5,"218km SW of Grindavik, Iceland",1541972011380,1548088977040,-120.0,https://earthquake.usgs.gov/earthquakes/eventpage/us1000hsvf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000hsvf&format=geojson,,,,,reviewed,0,312,us,1000hsvf,",us1000hsvf,",",us,",",geoserve,origin,phase-data,",,2.948,0.64,106.0,mb,earthquake,"M 4.5 - 218km SW of Grindavik, Iceland",Point,"[-25.6439, 62.5236, 10]"
24,4.5,"122km WNW of Hofn, Iceland",1540253341890,1547140714040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us1000hfw6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000hfw6&format=geojson,,,,,reviewed,0,312,us,1000hfw6,",us1000hfw6,",",us,",",geoserve,origin,phase-data,",,1.593,0.69,83.0,mb,earthquake,"M 4.5 - 122km WNW of Hofn, Iceland",Point,"[-17.6514, 64.5583, 8.61]"
25,4.5,"128km WNW of Hofn, Iceland",1536921615520,1542824355040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us2000hi7p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000hi7p&format=geojson,,,,,reviewed,0,312,us,2000hi7p,",us2000hi7p,",",us,",",geoserve,origin,phase-data,",,1.535,1.18,110.0,mb,earthquake,"M 4.5 - 128km WNW of Hofn, Iceland",Point,"[-17.8029, 64.5167, 10]"
26,4.4,"62km NNW of Vik, Iceland",1534436650480,1540657328040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us1000genz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000genz&format=geojson,,,,,reviewed,0,298,us,1000genz,",us1000genz,",",us,",",geoserve,origin,phase-data,",,1.129,1.28,109.0,mb,earthquake,"M 4.4 - 62km NNW of Vik, Iceland",Point,"[-19.547, 63.9288, 10]"
27,4.1,"180km N of Siglufjordur, Iceland",1533994799700,1539799907040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us1000gaiq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000gaiq&format=geojson,,,,,reviewed,0,259,us,1000gaiq,",us1000gaiq,",",us,",",geoserve,origin,phase-data,",,3.052,1.35,63.0,mb,earthquake,"M 4.1 - 180km N of Siglufjordur, Iceland",Point,"[-18.2426, 67.7481, 10]"
28,4.3,"183km N of Siglufjordur, Iceland",1533993340340,1539799907040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us1000g6wa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000g6wa&format=geojson,,,,,reviewed,0,284,us,1000g6wa,",us1000g6wa,",",us,",",geoserve,origin,phase-data,",,2.907,1.43,82.0,mb,earthquake,"M 4.3 - 183km N of Siglufjordur, Iceland",Point,"[-18.9579, 67.793, 10]"
29,4.7,"112km SSE of Akureyri, Iceland",1528988692860,1536342423040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us1000erk1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000erk1&format=geojson,1.0,1.0,,,reviewed,0,340,us,1000erk1,",us1000erk1,",",us,",",dyfi,geoserve,origin,phase-data,",,1.616,0.75,106.0,mb,earthquake,"M 4.7 - 112km SSE of Akureyri, Iceland",Point,"[-17.5617, 64.7005, 10]"
30,4.3,"125km WNW of Hofn, Iceland",1526572826510,1534362415040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us1000e7bm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000e7bm&format=geojson,,,,,reviewed,0,284,us,1000e7bm,",us1000e7bm,",",us,",",geoserve,origin,phase-data,",,6.175,0.61,145.0,mb,earthquake,"M 4.3 - 125km WNW of Hofn, Iceland",Point,"[-17.7231, 64.55, 10]"
31,4.3,"125km S of Akureyri, Iceland",1521672964490,1529372147040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us1000d7b5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000d7b5&format=geojson,,,,,reviewed,0,284,us,1000d7b5,",us1000d7b5,",",us,",",geoserve,origin,phase-data,",,1.552,0.79,114.0,mb,earthquake,"M 4.3 - 125km S of Akureyri, Iceland",Point,"[-17.7455, 64.5653, 7.1]"
32,4.2,"61km NNW of Husavik, Iceland",1519029128280,1526954416040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us2000d9n2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000d9n2&format=geojson,,,,,reviewed,0,271,us,2000d9n2,",us2000d9n2,",",us,",",geoserve,origin,phase-data,",,2.367,0.88,80.0,mb,earthquake,"M 4.2 - 61km NNW of Husavik, Iceland",Point,"[-17.7242, 66.5772, 10]"
33,4.3,"43km NNW of Husavik, Iceland",1519022417100,1526954416040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us2000d4l9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000d4l9&format=geojson,,,,,reviewed,0,284,us,2000d4l9,",us2000d4l9,",",us,",",geoserve,origin,phase-data,",,2.248,0.82,67.0,mb,earthquake,"M 4.3 - 43km NNW of Husavik, Iceland",Point,"[-17.7033, 66.4096, 10]"
34,4.4,"41km NNW of Husavik, Iceland",1519021946670,1526954416040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us2000d4l6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000d4l6&format=geojson,,,,,reviewed,0,298,us,2000d4l6,",us2000d4l6,",",us,",",geoserve,origin,phase-data,",,2.259,0.86,60.0,mb,earthquake,"M 4.4 - 41km NNW of Husavik, Iceland",Point,"[-17.633, 66.3979, 10]"
35,4.9,"52km NNW of Husavik, Iceland",1519018732130,1526954416040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us2000d4k6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000d4k6&format=geojson,8.0,4.1,,,reviewed,0,373,us,2000d4k6,",us2000d4k6,",",us,",",dyfi,geoserve,moment-tensor,origin,phase-data,",,2.318,0.72,58.0,mww,earthquake,"M 4.9 - 52km NNW of Husavik, Iceland",Point,"[-17.6816, 66.4975, 10]"
36,4.8,"44km NNW of Husavik, Iceland",1519018456380,1526954416040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us2000d4k4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000d4k4&format=geojson,,,,,reviewed,0,354,us,2000d4k4,",us2000d4k4,",",us,",",geoserve,origin,phase-data,",,2.237,0.99,60.0,mb,earthquake,"M 4.8 - 44km NNW of Husavik, Iceland",Point,"[-17.7437, 66.4105, 10]"
37,4.2,"54km NNW of Husavik, Iceland",1519009461280,1526954416040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us2000d9n3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000d9n3&format=geojson,,,,,reviewed,0,271,us,2000d9n3,",us2000d9n3,",",us,",",geoserve,origin,phase-data,",,2.311,1.17,65.0,mb,earthquake,"M 4.2 - 54km NNW of Husavik, Iceland",Point,"[-17.7433, 66.5103, 10]"
38,4.2,"44km NW of Husavik, Iceland",1518723438340,1526365748040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us2000d70q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000d70q&format=geojson,,,,,reviewed,0,271,us,2000d70q,",us2000d70q,",",us,",",geoserve,origin,phase-data,",,2.146,0.59,89.0,mb,earthquake,"M 4.2 - 44km NW of Husavik, Iceland",Point,"[-17.9499, 66.3632, 10]"
39,5.0,"110km WNW of Hofn, Iceland",1517340260500,1524620377040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us2000crfy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000crfy&format=geojson,1.0,2.0,,,reviewed,0,385,us,2000crfy,",us2000crfy,",",us,",",dyfi,geoserve,origin,phase-data,",,1.734,1.05,69.0,mb,earthquake,"M 5.0 - 110km WNW of Hofn, Iceland",Point,"[-17.2917, 64.6691, 10]"
40,4.5,"123km S of Akureyri, Iceland",1513747750840,1520989103040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us1000btik,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000btik&format=geojson,,,,,reviewed,0,312,us,1000btik,",us1000btik,",",us,",",geoserve,origin,phase-data,",,1.556,1.14,111.0,mb,earthquake,"M 4.5 - 123km S of Akureyri, Iceland",Point,"[-17.7285, 64.5844, 10]"
41,4.4,"127km WNW of Hofn, Iceland",1511272387180,1518573668040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us1000bjct,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000bjct&format=geojson,,,,,reviewed,0,298,us,1000bjct,",us1000bjct,",",us,",",geoserve,origin,phase-data,",,1.549,1.33,127.0,mb,earthquake,"M 4.4 - 127km WNW of Hofn, Iceland",Point,"[-17.7956, 64.4613, 7.25]"
42,4.6,"120km S of Akureyri, Iceland",1509063403150,1516225835040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us1000axc8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000axc8&format=geojson,,,,,reviewed,0,326,us,1000axc8,",us1000axc8,",",us,",",geoserve,origin,phase-data,",,1.5,0.77,74.0,mb,earthquake,"M 4.6 - 120km S of Akureyri, Iceland",Point,"[-17.8511, 64.611, 10]"
43,4.6,"115km SSE of Akureyri, Iceland",1509060395610,1516225835040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us1000axbq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000axbq&format=geojson,,,,,reviewed,0,326,us,1000axbq,",us1000axbq,",",us,",",geoserve,origin,phase-data,",,1.615,0.88,72.0,mb,earthquake,"M 4.6 - 115km SSE of Akureyri, Iceland",Point,"[-17.5717, 64.6666, 10]"
44,4.3,"131km S of Akureyri, Iceland",1505658365190,1513648442040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us2000at5l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000at5l&format=geojson,,,,,reviewed,0,284,us,2000at5l,",us2000at5l,",",us,",",geoserve,origin,phase-data,",,1.475,1.36,127.0,mb,earthquake,"M 4.3 - 131km S of Akureyri, Iceland",Point,"[-17.9505, 64.5019, 9.15]"
45,4.6,"119km WNW of Hofn, Iceland",1505658184020,1513648441040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us2000at6b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000at6b&format=geojson,,,,,reviewed,0,326,us,2000at6b,",us2000at6b,",",us,",",geoserve,origin,phase-data,",,1.62,0.76,89.0,mb,earthquake,"M 4.6 - 119km WNW of Hofn, Iceland",Point,"[-17.6137, 64.4904, 8.23]"
46,4.7,"116km WNW of Hofn, Iceland",1504753695420,1512676818040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us2000ahc4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000ahc4&format=geojson,,,,,reviewed,0,340,us,2000ahc4,",us2000ahc4,",",us,",",geoserve,origin,phase-data,",,1.651,0.53,78.0,mb,earthquake,"M 4.7 - 116km WNW of Hofn, Iceland",Point,"[-17.5233, 64.5368, 10]"
47,4.4,"126km S of Akureyri, Iceland",1503798357530,1511894028040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us2000ac6d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000ac6d&format=geojson,,,,,reviewed,0,298,us,2000ac6d,",us2000ac6d,",",us,",",geoserve,origin,phase-data,",,1.515,1.09,122.0,mb,earthquake,"M 4.4 - 126km S of Akureyri, Iceland",Point,"[-17.8364, 64.5507, 10]"
48,4.3,"112km S of Akureyri, Iceland",1501673053860,1508291654040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us2000a3ln,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000a3ln&format=geojson,,,,,reviewed,0,284,us,2000a3ln,",us2000a3ln,",",us,",",geoserve,origin,phase-data,",,1.58,0.81,115.0,mb,earthquake,"M 4.3 - 112km S of Akureyri, Iceland",Point,"[-17.648, 64.6892, 10]"
49,4.4,"23km N of Vik, Iceland",1501107494820,1507940382040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us2000a1jq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000a1jq&format=geojson,1.0,3.4,,,reviewed,0,298,us,2000a1jq,",us2000a1jq,",",us,",",dyfi,geoserve,origin,phase-data,",,1.491,0.51,114.0,mb,earthquake,"M 4.4 - 23km N of Vik, Iceland",Point,"[-19.0846, 63.6293, 10]"
50,4.1,"23km NW of Vik, Iceland",1501107360230,1507940382040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us2000a37i,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000a37i&format=geojson,,,,,reviewed,0,259,us,2000a37i,",us2000a37i,",",us,",",geoserve,origin,phase-data,",,1.468,0.45,148.0,mb,earthquake,"M 4.1 - 23km NW of Vik, Iceland",Point,"[-19.3782, 63.5577, 10]"
51,4.4,"126km S of Akureyri, Iceland",1498834725080,1506477799040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us100097mh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us100097mh&format=geojson,,,,,reviewed,0,298,us,100097mh,",us100097mh,",",us,",",geoserve,origin,phase-data,",,1.417,1.03,156.0,mb,earthquake,"M 4.4 - 126km S of Akureyri, Iceland",Point,"[-18.068, 64.5478, 14.93]"
52,4.4,"250km SE of Ittoqqortoormiit, Greenland",1498450940730,1506477793040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us100096e1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us100096e1&format=geojson,,,,,reviewed,0,298,us,100096e1,",us100096e1,",",us,",",geoserve,origin,phase-data,",,2.256,1.25,80.0,mb,earthquake,"M 4.4 - 250km SE of Ittoqqortoormiit, Greenland",Point,"[-17.1699, 68.9673, 10]"
53,4.2,"123km S of Akureyri, Iceland",1495877782340,1502328844040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us10008vrn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10008vrn&format=geojson,,,,,reviewed,0,271,us,10008vrn,",us10008vrn,",",us,",",geoserve,origin,phase-data,",,1.488,0.52,134.0,mb,earthquake,"M 4.2 - 123km S of Akureyri, Iceland",Point,"[-17.8901, 64.5807, 10]"
54,4.4,"116km S of Akureyri, Iceland",1495312375530,1501903933040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us10008tx3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10008tx3&format=geojson,,,,,reviewed,0,298,us,10008tx3,",us10008tx3,",",us,",",geoserve,origin,phase-data,",,1.547,0.55,108.0,mb,earthquake,"M 4.4 - 116km S of Akureyri, Iceland",Point,"[-17.7338, 64.6451, 6.36]"
55,4.2,"116km S of Akureyri, Iceland",1492430324180,1499737714040,0.0,https://earthquake.usgs.gov/earthquakes/eventpage/us10008icd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10008icd&format=geojson,,,,,reviewed,0,271,us,10008icd,",us10008icd,",",us,",",geoserve,origin,phase-data,",,1.501,1.39,140.0,mb,earthquake,"M 4.2 - 116km S of Akureyri, Iceland",Point,"[-17.8415, 64.6427, 6.87]"
56,4.3,"195km N of Siglufjordur, Iceland",1490494321140,1497654476040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us20008v2m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008v2m&format=geojson,,,,,reviewed,0,284,us,20008v2m,",us20008v2m,",",us,",",geoserve,origin,phase-data,",,2.85,0.47,69.0,mb,earthquake,"M 4.3 - 195km N of Siglufjordur, Iceland",Point,"[-18.6575, 67.8985, 10]"
57,4.9,"191km N of Siglufjordur, Iceland",1490492919830,1497654476040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us20008uqs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008uqs&format=geojson,,,,,reviewed,0,369,us,20008uqs,",us20008uqs,",",us,",",geoserve,origin,phase-data,",,2.941,0.87,30.0,mb,earthquake,"M 4.9 - 191km N of Siglufjordur, Iceland",Point,"[-18.3349, 67.8535, 10]"
58,5.2,"185km N of Siglufjordur, Iceland",1490490432210,1497654476040,-60.0,https://earthquake.usgs.gov/earthquakes/eventpage/us20008uql,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008uql&format=geojson,,,,,reviewed,0,416,us,20008uql,",us20008uql,",",us,",",geoserve,moment-tensor,origin,phase-data,",,2.925,0.96,24.0,mww,earthquake,"M 5.2 - 185km N of Siglufjordur, Iceland",Point,"[-18.6708, 67.8162, 10]"
